id,name_ja,name_en,name_zh_hant,name_zh_hans,name_th,name_ko,name_vi
1259,櫻井神社,sakurai shrine,,,ศาลเจ้าซากุระอิ,사쿠라이 신사,điện thờ Sakurai
1260,忍者寺,ninja temple,,,วัดนินจา,닌자데라 절,đền Ninja
1261,大雪山系旭岳,asahidake ropeway,,,เทือกเขาอาซาฮิดาเกะ,다이세츠 산 아사히다케,đường dây cáp Asahidake
1262,然別湖,lake shikaribetsu,,,ทะเลสาบชิคาริเบ็ตสึ,시카리베츠 호수,hồ Shikaribetsu
1263,層雲峡,sounkyo,,,หุบเขาโซอุนเคียว,소운쿄 협곡,Sounkyo
1264,白ひげの滝,shirahige falls,,,น้ำตกชิราฮิเกะ,흰수염 폭포,thác Shirahige
1265,鶴居村,tsurui village,,,หมู่บ้านสึรุอิ,츠루이무라,làng Tsurui
1266,カジカ沢の滝,,,,น้ำตกคาจิกาซาวะ,카지카자와 폭포,
1267,オンネトー,lake onneto,,,ทะเลสาบออนเนโต,온네토 호수,hồ Onneto
1268,屈斜路湖,lake kussharo,,,ทะเลสาบคุชชะโระ,쿳샤로 호수,hồ Kussharo
1269,赤坂氷川神社,akasaka hikawa shrine,,,ศาลเจ้าอาคาซากะฮิคาวะ,아카사카 히카와 신사,điện thờ Akasaka Hikawa
1270,芝大神宮,shibadai jingu shrine,,,ศาลเจ้าชิบะไดจิงกู,시바다이진구 신사,điện thờ Shibadai
1271,白山神社,hakusan shrine,,,ศาลเจ้าชิรายามะ,하쿠산 신사,điện thờ Hakusan
1272,妙義神社,myogi shrine,,,ศาลเจ้าเมียวกิ,묘기 신사,điện thờ Myogi
1273,夫婦木神社,meotogi shrine,,,ศาลเจ้าเมะโอโทกิ,메오토기 신사,điện thờ Meotogi
1274,タワー大神宮,tower daijingu shrine,,,ศาลเจ้าทาวเวอร์ไดจิงกู,타워 다이진구 신사,điện thờ tòa tháp Daijingu
1275,大宮八幡宮,omiya hachimangu shrine,,,ศาลเจ้าโอมิยะฮาจิมังกู,오미야 하치만구 신사,điện thờ Omiya Hachimangu
1276,紅葉谷公園,momijidani park,,,สวนโมมิจิดานิ,모미지다니 공원,công viên Momijidani
1277,五重塔,goju-no-to,,,เจดีย์ห้าชั้น,오중탑,Goju-no-to
1278,大聖院,daishoin temple,,,วัดไดโชอิน,다이쇼인 절,đền Daishoin
1279,大元神社,omoto shrine,,,ศาลเจ้าโอโมโตะ,오모토 신사,điện thờ Omoto
1280,大元公園,omoto park,,,สวนโอโมโตะ,오모토 공원,công viên Omoto
1281,荒胡子神社,araebisu shrine,,,ศาลเจ้าอาราเอะบิซุ,아라에비스 신사,điện thờ Araebisu
1282,獅子岩展望台,shishiiwa observatory,,,จุดชมวิวชิชิอิวะ,시시이와 전망대,đài quan sát Shishiiwa
1283,宮島表参道商店街,miyajima omotesando shopping street,,,ย่านร้านค้ามิยาจิม่าโอโมเตะซันโด,미야지마 오모테산도 상점가,phố mua sắm Miyajima Omote Sando
1284,弥山,mt. misen,,,ภูเขามิเซน,미센 산,núi Misen
1285,護国寺,gokokuji temple,,,วัดโกโคคุจิ,고코쿠지 절,đền Gokokuji
1286,正雲寺,shounji temple,,,วัดโชอุนจิ,쇼운지 절,đền Shounji
1287,正法院,shohoin temple,,,วัดโชโฮอิน,쇼호인 절,đền Shohoin
1288,妙厳寺,taeganji temple,,,วัดทะเอะกันจิ,묘곤지 절,đền Taeganji
1289,本覚院,hongakuin temple,,,วัดฮงกะคุอิน,혼가쿠인 절,đền Hongakuin
1290,那谷寺,nata temple,,,วัดนาตะ,나타데라 절,đền Nata
1291,箸蔵寺,hashikuraji temple,,,วัดฮาชิคุระจิ,하시쿠라지 절,đền Hashikuraji
1292,妙教寺,myokoji temple,,,วัดเมียวโคจิ,묘쿄지 절,đền Myokoji
1293,文殊仙寺,monjusenji temple,,,วัดมงจูเซนจิ,몬쥬센지 절,đền Monjusenji
1294,明治神宮外苑,meijijingu gaien,,,อุทยานชั้นนอกเมจิจิงกูไกเอ็น,메이지진구 가이엔,Meijijingu Gaien
1295,大田黒公園,otaguro park,,,สวนโอตากุโระ,오타구로 공원,công viên Otaguro
1296,殿ヶ谷戸庭園,tonogayato garden,,,สวนโทโนกายาโตะ,토노가야토 정원,vườn Tonogayato
1297,井の頭公園,inokashira park,,,สวนอิโนะคาชิระ,이노카시라 공원,công viên Inokashira
1298,六義園,rikugien,六義園,六义园,สวนริคุกิเอ็น,리쿠기엔,Rikugien
1299,箕面大滝,mino falls,,,น้ำตกมิโนโอทากิ,미노오 폭포,thác Mino
1300,勝尾寺,katsuoji,,,วัดคัตสึโอจิ,카츠오지 절,Katsuoji
1301,大威徳寺,daiitokuji,,,วัดไดอิโทคุจิ,다이이토쿠지 절,Daiitokuji
1302,犬鳴山,mt. inunaki,,,ภูเขาอินุนากิซัง,이누나키 산,núi Inunaki
1303,金剛山,mt. kongo,,,ภูเขาคอนโกซัง,콘고 산,núi Kongo
1304,御堂筋,midosuji,,,ถนนมิโดสุจิ,미도스지,Midosuji
1305,大仙公園,daisen park,,,สวนไดเซน,다이센 공원,công viên Daisen
1306,善光寺,zenkoji temple,,,วัดเซนโคจิ(善光寺),젠코지 절,đền Zenkoji
1307,妙心寺,myoshinji temple,,,วัดเมียวชินจิ,묘신지 절,đền Myoshinji
1308,吉祥閣,,,,คิชโชคาคุ,킷쇼카쿠,
1309,大陽寺,taiyoji temple,,,วัดไทโยจิ,타이요지 절,đền Taiyoji
1310,戸隠神社,togakushi shrine,,,ศาลเจ้าโทคาคุชิจินจะ,토가쿠시 신사,điện thờ Togakushi
1311,浄蓮華院,iorengein temple,,,วัดโจเรงเกอิน,죠렌게인 절,đền Iorengein
1312,江戸川,edogawa river,,,แม่น้ำเอโดะกาว่า,에도가와 강,sông Edogawa
1313,柴又,shibamata,,,ชิมะบาตะ,시바마타,Shibamata
1314,東京ベイエリア,tokyo bay area,,,อ่าวโตเกียว,도쿄 베이 에리어,khu vực vịnh Tokyo
1315,宇和島城,uwajima castle,,,ปราสาทอุวะจิม่า,우와지마 성,lâu đài Uwajima
1316,今治城,imabari castle,,,ปราสาทอิมะบาริ,이마바리 성,lâu đài Imabari
1317,観自在寺,kanjizai temple,,,วัดคันจิไซ,칸지자이지 절,đền Kanjizai
1318,三角寺,sankaku temple,,,วัดซังคะคุ,산카쿠지 절,đền Sankaku
1319,香積寺(隻手薬師),koshaku temple,,,วัดโคชะคุ,코샤쿠지 절,đền Koshaku
1320,多賀神社,taga shrine,,,วัดทากะ,타가 신사,điện thờ Taga
1321,大宝寺,taihou temple,,,วัดไทโฮจิ,다이호지 절,đền Taihou
1322,上黒岩岩陰遺跡,kamikuroiwa site,,,,카미쿠로이와 바위그늘,khu Kamikuroiwa
1323,仁和寺,burakuji temple,,,วัดบุราคุจิ,닌나지 절,đền Burakuji
1324,最御崎寺,hotsumisakiji temple,,,วัดโฮสึมิซากิ,호츠미사키지 절,đền Hotsumisakiji
1325,延光寺,enkoji temple(延光寺),,,วัดเอ็นโคจิ,엔코지 절,đền Enkoji (延光 寺)
1326,龍河洞,ryugado cave,,,ถ้ำริวกะโด,류가도 동굴,hang Ryugado
1327,岡豊城,oko castle,,,ปราสาทโอโค,오코 성,lâu đài Oko
1328,岩崎弥太郎生家,birthplace of iwasaki yataro,,,,이와사키 야타로 생가,nơi sinh của Iwasaki Yataro
1329,金刀比羅宮,kotohira-gu,,,,코토히라구 신사,Kotohira-gu
1330,神谷神社,,,,ศาลเจ้าคันดะนิ,칸다니 신사,
1331,雲辺寺,unpenji temple,,,วัดอุนเพ็นจิ,운펜지 절,đền Unpenji
1332,本山寺,motoyamaji temple,,,วัดโมโตยามะจิ,모토야마지 절,đền Motoyamaji
1333,善通寺,zentsuji temple,,,วัดเซ็นสึจิ,젠츠지 절,đền Zentsuji
1334,大窪寺,okuboji temple,,,วัดโอคุโบะจิ,오쿠보지 절,đền Okuboji
1335,丸亀城,marugame castle,,,ปราสาทมารุกาเมะ,마루가메 성,lâu đài Marugame
1336,銭形砂絵,zenigata sunae,,,,제니가타 스나에,Zenigata Sunae
1337,鬼ヶ島大洞窟,onigashima cave,,,ถ้ำโอนิกะชิม่า,오니가시마 대동굴,hang động Onigashima
1338,東扇島東公園,higashiogishima east park,,,สวนฮิกาชิโอกิชิม่า,히가시오기시마 히가시 공원,công viên phía đông Higashiogishima
1339,大正橋,taishobashi bridge,,,สะพานไทโช,타이쇼바시 다리,cầu Taishobashi
1340,筑波研究学園都市,tsukuba science city,,,,츠쿠바 연구 학원 도시,thành phố khoa học Tsukuba
1341,晴海親水公園,harumi water park,,,,하루미 친수공원,công viên nước Harumi
1342,砂山都市緑地,sunayama toshi ryokuchi park,,,,스나야마 도시 녹지,công viên Sunayama Toshi Ryokuchi
1343,浜寺公園,hamadera park,,,สวนฮามะเดระ,하마데라 공원,công viên Hamadera
1344,網干なぎさ公園,aboshi nagisa park,,,,아보시 나기사 공원,công viên Aboshi Nagisa
1345,鷲羽山展望台,washuzan observatory,,,,와슈잔 전망대,đài quan sát Washuzan
1346,知床国立公園,shiretoko national park,,,สวนอุทยานแห่งชาติชิเรโทโกะ,시레토코 국립공원,công viên quốc gia Shiretoko
1347,中尊寺,chusonji temple,,,วัดชูซงจิ,주손지 절,đền Chusonji
1348,鷲羽山,mt. washu,,,,와슈 산,núi Washu
1349,広島平和記念公園,hiroshima peace memorial park,,,อนุสรณ์สถานสันติภาพฮิโรชิม่า,히로시마 평화기념공원,công viên tưởng niệm hòa bình Hiroshima
1350,AKB48劇場,akb48 theatre,,,โรงละครAKB48,AKB48 극장,nhà hát akb48
1351,銀閣寺,ginkakuji,,,วัดกินคะคุจิ,은각사,Ginkakuji
1352,龍安寺,ryoanji,,,วัดเรียวอันจิ,료안지 절,Ryoanji
1353,西芳寺,kokedera,,,วัดโคเคะเดระ,사이호지 절,Kokedera
1354,東寺,toji,,,วัดโทจิ,토지 절,Toji
1355,山中湖,yamanakako lake,,,ทะเลสาบยามะนากะ,야마나카 호수,hồ Yamanakako
1356,小安峡,oyasu ravine,,,หุบเขาโอยาซุ,오야스쿄 협곡,khe núi Oyasu
1357,三十三間堂,sanjusangendo,,,วัดซันจูซันเกงโด,산쥬산겐도,Sanjusangendo
1358,原爆ドーム,atomic bomb dome,,,อนุสรณ์สันติภาพฮิโรชิม่า,원폭 돔,vòm bom nguyên tử
1359,白い恋人パーク,shiroi koibito park,,,shiroi koibito park,시로이코이비토 파크,công viên Shiroi Koibito
1360,浜離宮恩賜庭園,hamarikyu gardens,,,,하마리큐온시 정원,vườn Hamarikyu
1361,東京ミッドタウン,tokyo midtown,,,โตเกียวมิดทาวน์,도쿄 미드타운,trung tâm thành phố Tokyo
1362,けやき坂,keyakizaka,,,เคยากิซากะ,케야키자카,Keyakizaka
1363,日本銀行旧小樽支店金融資料館,the bank of japan otaru museum,,,พิพิธภัณฑ์ธนาคารแห่งประเทศญี่ปุ่นสาขาโอตารุ,일본은행 구 오타루지점 금융자료관,"bảo tàng Otaru, Ngân hàng Nhật Bản"
1364,小樽オルゴール堂本館,otaru music box museum,,,พิพิธภัณฑ์กล่องดนตรีโอตารุ,오타루 오르골당 본관,bảo tàng hộp nhạc Otaru
1365,天狗山,mt. tengu,,,ภูเขาเทงกูยามะ,텐구 산,núi Tengu
1366,田中酒造亀甲蔵,tanaka sake brewery kikkogura,,,โรงกลั่นสุราทานากะ คิกโคกุระ,다나카 주조 킷코구라,nhà máy rượu sake Tanaka Kikkogura
1367,小樽貴賓館,old aoyama villa,,,คฤหาสน์ตระกูลอาโอยาม่า,오타루 귀빈관,biệt thự Aoyama cũ
1368,南樽市場,nantaru market,,,ตลาดนันทารุ,난타루 시장,chợ Nantaru
1369,オシンコシンの滝,oshinkoshin falls,,,น้ำตกโอชินโคชิน,오신코신 폭포,thác Oshinkoshin
1370,オロンコ岩,oronko rock,,,หินโอรนโคะ,오론코 바위,đá Oronko
1371,夕陽台展望台,yuhidai lookout,,,จุดชมวิวยูฮิได,유히다이 전망대,Yuhidai Lookout
1372,プユニ岬,cape puyuni,,,แหลมพุยุนิ,푸유니 곶,mũi Puyuni
1373,フレペの滝,frepe waterfall,,,น้ำตกฟุรุเพะ,후레페 폭포,thác nước Frepe
1374,知床峠,shiretoko pass,,,สันเขาชิเรโทโกะ,시레토코 고개,đèo Shiretoko
1375,知床五湖,shiretoko goko lakes,,,ทะเลสาบชิเรโทโกะทั้งห้า,시레토코 5호,hồ Shiretoko Goko
1376,カムイワッカ湯の滝,kamuiwakka waterfall,,,น้ำตกคะมุยวักกะยุ,카무이왓카유 폭포,thác Kamuiwakka
1377,浅草寺,sensoji temple,淺草寺,浅草寺,วัดอาซากุสะ,센소지 절,đền Sensoji
1378,友ヶ島,tomoga island,,,เกาะโทโมกะชิมะ,토모가 섬,đảo Tomoga
1379,円月島,engetsu island,,,เกาะเอ็นเก็ตสึชิมะ,엔게츠도,đảo Engetsu
1380,那智の滝,nachi falls,,,น้ำตกนะชิ,나치 폭포,thác Nachi
1381,谷瀬の吊り橋,tanize suspension bridge,,,สะพานแขวนทะนิเสะ,타니제 현수교,cầu treo Tanize
1382,明石海峡大橋,akashi kaikyo bridge,,,สะพานอะคาชิไคเคียว,아카시 해협 대교,cầu Akashi Kaikyo
1383,瀞峡,dorokyo gorge,,,ช่องแคบโดโระเคียว,도로 협곡,hẻm núi Dorokyo
1384,高雄神護寺,jingoji temple,,,วัดทาคาโอะจินโกจิ,타카오 진고지 절,đền Jingoji
1385,車折神社,kurumazaki shrine,,,ศาลเจ้าคุรามาซากิ,쿠루마자키 신사,điện thờ Kurumazaki
1386,直指庵,jikishian temple,,,วัดจิคิชิอัน,지키시안 절,đền Jikishian
1387,圓光寺,enkoji temple(圓光寺),,,วัดเอนโคจิ,엔코지 절,đền Enkoji (圓 光寺)
